# Summary stats for batch processing of regression models homework 11
# timestamp: 2022-04-06 14:23:54
# GLS
# ------------------------

"ID","file_name","slope","p_val","r2"
57,"ranFile057.csv",-0.0784374143463559,0.248545693895183,0.0255205310177292
58,"ranFile058.csv",-0.0296724431502911,0.662772579174479,0.00261957395708283
59,"ranFile059.csv",-0.0503674803663317,0.400393375055019,0.00908271225722147
60,"ranFile060.csv",-0.0371482841904391,0.810340021497234,0.00370688667248898
61,"ranFile061.csv",0.128966026704689,0.0731978484210973,0.0492888481748335
62,"ranFile062.csv",-0.0468578790549628,0.458490779110361,0.00706605257281662
63,"ranFile063.csv",0.0210601203653568,0.815179823626034,0.00122700161039235
64,"ranFile064.csv",-0.0404844765850645,0.608002590273073,0.00433905545209948
65,"ranFile065.csv",-0.0936890088571978,0.585369498500063,0.0190082647424874
66,"ranFile066.csv",-0.00111012761465865,0.992378587768232,2.99119814226018e-06
67,"ranFile067.csv",0.00658163753520751,0.919108967005482,0.000112709518051709
68,"ranFile068.csv",0.0611793127825594,0.360512661847908,0.0092982879619347
69,"ranFile069.csv",0.11578671083228,0.155275711337799,0.0384543764005413
70,"ranFile070.csv",0.0646631585926548,0.271024719278371,0.0127385861147238
71,"ranFile071.csv",0.127490039637966,0.0464667357599791,0.049867258250526
72,"ranFile072.csv",-0.13919691521638,0.0711131579114028,0.0507762416649309
73,"ranFile073.csv",-0.073146532758989,0.259823732701337,0.0139315298638086
74,"ranFile074.csv",0.0615329927693622,0.62354598941719,0.00786660373062874
75,"ranFile075.csv",0.143565462741449,0.0786503290063802,0.0490391394988148
76,"ranFile076.csv",0.0206204882785441,0.849756708991941,0.000670461243926183
77,"ranFile077.csv",0.0325797768188689,0.829654698636762,0.00280004882642526
78,"ranFile078.csv",0.0341257073560651,0.515946478035425,0.0046011997005537
79,"ranFile079.csv",-0.0333036288280499,0.623006198829667,0.00392166073161408
80,"ranFile080.csv",0.0362772106179865,0.690341785519296,0.0028555337613985
81,"ranFile081.csv",-0.120187617161279,0.118069445404137,0.037735832141334
82,"ranFile082.csv",-0.0912471104921404,0.220581562987844,0.0237222838181257
83,"ranFile083.csv",-0.0600909916872964,0.481742299089894,0.00872093570267417
84,"ranFile084.csv",-0.0310123063012358,0.644627959161812,0.00297088999261074
85,"ranFile085.csv",0.034651957720473,0.57068155389454,0.00329240177311414
86,"ranFile086.csv",0.102693178638891,0.406256965549554,0.0289156655168779
87,"ranFile087.csv",-0.0367543000407436,0.578052526654097,0.0039334752772727
88,"ranFile088.csv",-0.0580591144728145,0.484410404957132,0.00861569043067499
89,"ranFile089.csv",-0.0463032665051901,0.509367835313389,0.00590567629809802
90,"ranFile090.csv",-0.0393891689883588,0.701563108550146,0.0108111818510433
91,"ranFile091.csv",0.109136053522218,0.0507118805696969,0.0557896346550247
92,"ranFile092.csv",0.00334403452063697,0.972246520043211,3.61267556258152e-05
93,"ranFile093.csv",-0.0796290600228222,0.180201290082441,0.0188250299727388
94,"ranFile094.csv",-0.0721573584251064,0.346251676419436,0.0188961825080884
95,"ranFile095.csv",-0.114267915141983,0.441429869681891,0.0374854530566201
96,"ranFile096.csv",-0.0437702474320226,0.581291435749481,0.00566867338407233
97,"ranFile097.csv",-0.160931953239378,0.075180864942881,0.0717798505541911
98,"ranFile098.csv",-0.00894466051246515,0.88975470230278,0.000247886768880912
99,"ranFile099.csv",0.034511750947676,0.632939275709897,0.00286495829636783
100,"ranFile100.csv",0.131023330359955,0.0378804359082652,0.0593051136992266
